id,date,user,text,retweet_count,favorite_count,location
1233837909121359873,2020-02-29 19:34:15,2Freelancer,"Something is just wrong w/@GOP thinking! I remember when 911.. September 11 happened #GWBush then told
America to g… https://t.co/eSKpie02EP",0,0,"Cleveland, Oh"
1233837906642587648,2020-02-29 19:34:15,socflyny,"Some #hoax ... 🙄🤯

The only hope we have is our #HoaxPresident

#COVID19

""US reports first coronavirus death in Wa… https://t.co/usecYBUGL4",0,0,"New York, NY"
1233837900661436418,2020-02-29 19:34:13,dennisgjones,"Unintentionally, I captured what is common. Hand sanitizer available and used extensively. Then, customers walk hol… https://t.co/bOpOGIjqZI",0,0,"Kingston, Jamaica"
1233837894479024128,2020-02-29 19:34:12,KMossGH,"More than a third (42%) of American adults are obese. Dr. Fauci says they are among those who have ""underlying cond… https://t.co/6gDQBCoeXK",0,0,"Washington, DC"
1233837874887282688,2020-02-29 19:34:07,Gl0balEast,"@brett_mcgurk What are you talking about?

#Afghanistan has been a #US-designed and led democracy for _19_ years, w… https://t.co/4pwXwNCYQf",0,0,Global East
1233837863038541826,2020-02-29 19:34:04,iphonenick,Of course he got it wrong #COVID19 https://t.co/XAxyyvvhYB,0,0,"Toronto, Ontario"
1233837862396846080,2020-02-29 19:34:04,ChiefCovfefe,"So Trump's distracting from the death from #COVID19 , the presser has no real substance, just jumps from one thing to another. It's absurd.",0,0,"Out of this world, earth"
1233837856893931521,2020-02-29 19:34:03,cathyreinders,"@PressSec @realDonaldTrump @POTUS 68 Americans have been Reported in USA #COVID19  Fact! 
Why lie to everyone… https://t.co/kVasQVHi6J",0,0,"New Brunswick, Canada"
1233837843748769792,2020-02-29 19:34:00,PaulGodsmark,"@sciencecohen @V2019N Thoughts on travel advisories:
Egypt has 1 case (recovered).  But travellers have spread… https://t.co/9tTC2WKuDL",0,0,"St Albert, Alberta"
1233837842759024644,2020-02-29 19:33:59,mombear4,@realDonaldTrump “This could bring the world closer.”You’re a moron resign! #COVID19 #Coronavirustruth,0,0,
1233837838581534720,2020-02-29 19:33:58,L_Claypool,.@realDonaldTrump has a personal responsibility to visit &amp; embrace ALL people in the US who contract #COVID19 https://t.co/NNe1KACoqz,0,0,"Austin, TX"
1233837835351773185,2020-02-29 19:33:58,SarahWh50688441,"Why is the #CDC sending only 1,000 test kits to #California, where 8,000 people are being monitored for #COVID19?
#Pencedemic #TRUMPSaLIAR",0,0,
1233837831124111360,2020-02-29 19:33:57,okayson92,"He's into denial mode : everything is a hoax . 
Now come on! Climate change is a lie, #COVID19 is the boogeyman ..… https://t.co/sx6S2Ed4Sf",0,0,Tunisia
1233837828724969472,2020-02-29 19:33:56,BreakingPatate,"Dr. Redfield of CDC says the American who died seemed to have contracted #coronavirus from ""community spread"" -- me… https://t.co/hLIuKodqRb",0,1,
1233837827550478341,2020-02-29 19:33:56,JohnFabillar,"Today is #RareDiseaseDay which affects 300 million people worldwide across 7000 diseases, mainly genetic. Many affe… https://t.co/wowD6jJIba",0,0,"Dublin, Ireland"
